388.8643495,-0.9560691229
388.8651005,-0.9560494652
388.8658376,-0.9560298465
388.8665611,-0.9560102361
388.8672713,-0.9559906039
388.8679682,-0.9559709198
388.8686521,-0.9559511544
388.8693231,-0.9559312785
388.8699815,-0.9559112631
388.8706274,-0.9558910799
388.8712611,-0.9558707004
388.8718827,-0.9558500969
388.8724923,-0.9558292418
388.8730903,-0.9558081078
388.8736767,-0.9557866678
388.8742518,-0.9557648951
388.8748158,-0.9557427631
388.8753688,-0.9557202456
388.8759111,-0.9556973164
388.8764428,-0.9556739495
388.8769642,-0.9556501192
388.8774754,-0.9556257997
388.8779766,-0.9556009653
388.878468,-0.9555755904
388.8789499,-0.9555496493
388.8794225,-0.9555231164
388.8798859,-0.9554959658
388.8803403,-0.9554681715
388.880786,-0.9554397072
388.8812232,-0.9554105464
388.8816522,-0.9553806622
388.882073,-0.9553500272
388.882486,-0.9553186135
388.8828913,-0.9552863925
388.8832893,-0.9552533349
388.8836801,-0.9552194107
0.5264480509,0.1781529756
